start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Grove St PATH,JC005,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871
Newport PATH,JC066,Grove St PATH,JC005,40.7272235,-74.0337589,40.71958611647166,-74.04311746358871
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Grand St & 14 St,HB506,Hoboken Ave at Monmouth St,JC105,40.75409,-74.0316,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Grand St & 14 St,HB506,Hoboken Ave at Monmouth St,JC105,40.75409,-74.0316,40.73520838045357,-74.04696375131607
Jersey & 3rd,JC074,Hoboken Ave at Monmouth St,JC105,40.72333158646436,-74.04595255851744,40.73520838045357,-74.04696375131607
Grand St & 14 St,HB506,Hoboken Ave at Monmouth St,JC105,40.75409,-74.0316,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Newport PATH,JC066,Hoboken Ave at Monmouth St,JC105,40.7272235,-74.0337589,40.73520838045357,-74.04696375131607
Jersey & 3rd,JC074,Hoboken Ave at Monmouth St,JC105,40.72333158646436,-74.04595255851744,40.73520838045357,-74.04696375131607
Jersey & 3rd,JC074,Hoboken Ave at Monmouth St,JC105,40.72333158646436,-74.04595255851744,40.73520838045357,-74.04696375131607
Jersey & 3rd,JC074,Hoboken Ave at Monmouth St,JC105,40.72333158646436,-74.04595255851744,40.73520838045357,-74.04696375131607
City Hall - Washington St & 1 St,HB105,Jersey & 3rd,JC074,40.73736,-74.03097,40.72333158646436,-74.04595255851744
Jersey & 6th St,JC027,Jersey & 3rd,JC074,40.72528910781132,-74.04557168483734,40.72333158646436,-74.04595255851744
Jersey & 6th St,JC027,Jersey & 3rd,JC074,40.72528910781132,-74.04557168483734,40.72333158646436,-74.04595255851744
Dey St,JC065,McGinley Square,JC055,40.737711,-74.066921,40.7253399253558,-74.06762212514877
Manila & 1st,JC082,Jersey & 3rd,JC074,40.72165072487999,-74.04288411140442,40.72333158646436,-74.04595255851744
Manila & 1st,JC082,McGinley Square,JC055,40.72165072487999,-74.04288411140442,40.7253399253558,-74.06762212514877
City Hall - Washington St & 1 St,HB105,Jersey & 3rd,JC074,40.73736,-74.03097,40.72333158646436,-74.04595255851744
